"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"RNF40",28.2486666666667,100.287111111111,1.29960128555419,0.200635051377736,0.805080425211693,-4.56130745958076,"No"
"ATP2A2",-49.4103333333334,725.061,-1.29947308727246,0.200678627463567,0.805080425211693,-4.56132514387033,"No"
"LRIG1",-17.2986666666667,38.3635555555556,-1.29933212051812,0.200726551953577,0.805080425211693,-4.56134458777766,"No"
"GRAMD1B",12.2363333333333,-35.4486666666667,1.2991718575949,0.200781047065165,0.805080425211693,-4.56136669105791,"No"
"ABCA5",9.93333333333333,51.5637777777778,1.29762078362712,0.201309045084546,0.805560541040514,-4.56158049257129,"No"
"RAN",-273.052444444444,7556.79148148148,-1.29721448520749,0.20144752542687,0.805560541040514,-4.56163646091737,"No"
"MDH1",173.383333333332,3731.63644444444,1.29717775037311,0.201460049453557,0.805560541040514,-4.56164152046632,"No"
"ZFAND5",-52.4446666666665,471.686,-1.29706819079562,0.20149740514911,0.805560541040514,-4.56165660955636,"No"
"NBN",-79.7973333333334,1170.38911111111,-1.29705966804618,0.201500311305307,0.805560541040514,-4.56165778330598,"No"
"CXCR5",-19.8873333333333,7.35925925925926,-1.29705563716634,0.201501685798409,0.805560541040514,-4.56165833843481,"No"
"F2",14.2713333333333,17.7028888888889,1.29699138957391,0.201523594594297,0.805560541040514,-4.56166718635072,"No"
"ARID4A",7.368,61.7398888888889,1.29553324312951,0.202021314442483,0.80633592899471,-4.56186789517959,"No"
"CHRNA3",17.5346666666667,-13.3342222222222,1.29514769846689,0.202153070141105,0.80633592899471,-4.56192093167895,"No"
"MEP1A",-24.2453333333333,15.1097777777778,-1.29495219976186,0.202219904462835,0.80633592899471,-4.56194781979758,"No"
"HBE1",-21.136,95.5035555555556,-1.29494184074836,0.202223446320244,0.80633592899471,-4.56194924443811,"No"
"RPS20",692.74233333333,14738.0831111111,1.29465088862828,0.202322945074801,0.80633592899471,-4.56198925411489,"No"
"FUT9",4.11566666666667,5.98455555555556,1.29453300338482,0.202363269554217,0.80633592899471,-4.56200546266212,"No"
"SMURF2",22.878,188.042888888889,1.29383965799513,0.202600561798312,0.80633592899471,-4.56210076804386,"No"
"TNNC2",12.42,5.30777777777778,1.29363398767301,0.202670991255473,0.80633592899471,-4.56212903049806,"No"
"CD27",-352.278666666667,1732.09733333333,-1.29356389139443,0.202694999144661,0.80633592899471,-4.56213866198754,"No"
"PAPOLA",-41.0793333333332,417.321777777778,-1.29287941276482,0.202929544947332,0.80633592899471,-4.56223268833924,"No"
"PRMT3",-25.9960000000002,262.896666666667,-1.29243599995948,0.203081595471232,0.80633592899471,-4.56229357683167,"No"
"ANGPT1",-10.9853333333333,80.9667777777778,-1.29236926755078,0.20310448608982,0.80633592899471,-4.56230273882921,"No"
"ELN",-20.3383333333333,-27.7967777777778,-1.29229501449062,0.20312995873574,0.80633592899471,-4.56231293289371,"No"
"FGFBP1",-12.1533333333333,-6.13644444444444,-1.29223515408676,0.203150495708028,0.80633592899471,-4.56232115065087,"No"
"MAP3K1",-5.92833333333333,9.66522222222222,-1.29219448333631,0.203164449966034,0.80633592899471,-4.56232673382709,"No"
"PTH",-27.7283333333334,-190.850777777778,-1.29181231951327,0.203295606823949,0.80633592899471,-4.5623791889216,"No"
"LIG4",-13.1446666666667,97.3031111111111,-1.29165251933875,0.20335046842092,0.80633592899471,-4.5624011188435,"No"
"MAP3K11",33.6453333333332,355.683666666667,1.29157517088916,0.203377027213876,0.80633592899471,-4.56241173279734,"No"
"FRMPD4",-5.40566666666667,-0.900444444444444,-1.29148007889743,0.203409682109998,0.80633592899471,-4.5624247808174,"No"
"SNTB1",-8.45433333333332,28.7718888888889,-1.29110365731294,0.203538985269912,0.806495392837543,-4.56247642329453,"No"
"H3C10",-11.846,-23.0826666666667,-1.29011042598025,0.203880463705849,0.807009770134616,-4.56261262576225,"No"
"KCNAB1",-14.1763333333333,58.3353333333333,-1.29007904746396,0.203891258841333,0.807009770134616,-4.56261692725088,"No"
"AP1S2",-79.2986666666666,794.906,-1.28994842944802,0.203936199919152,0.807009770134616,-4.56263483190845,"No"
"ZNF273",-14.0646666666667,138.520222222222,-1.2885666980366,0.204412062231675,0.808361219572102,-4.56282413933904,"No"
"SMG1",-16.1122222222222,83.8126666666667,-1.28825375692066,0.204519953816482,0.808361219572102,-4.56286699036025,"No"
"BTG3",23.239,231.939777777778,1.28807303643175,0.204582279694608,0.808361219572102,-4.56289173233681,"No"
"ATXN7L1",-17.368,123.069111111111,-1.28790535927303,0.204640120047538,0.808361219572102,-4.56291468591503,"No"
"PSMC2",-64.6426666666669,1110.30644444444,-1.28766187977908,0.204724130382022,0.808361219572102,-4.56294801161375,"No"
"MYL2",-23.874,192.651777777778,-1.28695616057151,0.20496777889004,0.80897047518327,-4.56304457469791,"No"
"DDIT4",172.617333333333,964.429111111111,1.28627191390754,0.205204222324963,0.809120848996028,-4.56313815622875,"No"
"RFPL1S",-8.064,-9.03844444444444,-1.28610086143212,0.205263362057586,0.809120848996028,-4.56316154366496,"No"
"PLCB4",5.07888888888889,3.1542962962963,1.2860701625255,0.205273977263516,0.809120848996028,-4.56316574074116,"No"
"FRK",6.67933333333333,-2.36855555555556,1.28534311583059,0.205525499465454,0.809575510045596,-4.5632651155149,"No"
"RNF6",-62.6426666666667,809.731777777778,-1.28491363172277,0.205674188600238,0.809575510045596,-4.56332379588291,"No"
"SLCO1B1",7.63733333333333,-2.52555555555556,1.28467837853116,0.205755668491911,0.809575510045596,-4.56335593134733,"No"
"IKBKE",-33.9973333333334,297.031777777778,-1.28461187015942,0.205778708052685,0.809575510045596,-4.56336501543832,"No"
"RPS11",699.529333333334,13678.3177777778,1.2839173641283,0.206019411931536,0.809575510045596,-4.56345985083075,"No"
"ZNF410",-20.5106666666667,314.366444444444,-1.28361230406629,0.206125207403915,0.809575510045596,-4.56350149308866,"No"
"CPE",6.006,9.13311111111111,1.28357209366664,0.206139155501212,0.809575510045596,-4.56350698137834,"No"
"HMGXB4",-30.6093333333333,213.782444444444,-1.28352632660783,0.206155031943902,0.809575510045596,-4.56351322791248,"No"
"IL13RA1",-7.97399999999997,41.1027777777778,-1.28306833627465,0.206313957915848,0.809575510045596,-4.56357572633374,"No"
"SRI",-14.6626666666667,77.9111111111111,-1.28304389935913,0.206322440290155,0.809575510045596,-4.56357906051216,"No"
"REST",9.53266666666667,-2.85511111111111,1.28289853241663,0.206372904482575,0.809575510045596,-4.56359889328142,"No"
"ZNF101",-11.634,102.388777777778,-1.28244141740989,0.206531652592451,0.80984737227027,-4.56366124599648,"No"
"ITIH4",-21.122,126.592444444444,-1.28212294189351,0.206642307840707,0.809930500082146,-4.56370467629931,"No"
"SETD1A",-25.5246666666666,352.413555555556,-1.28176342176223,0.206767277684641,0.810069637454235,-4.56375369266759,"No"
"LMNA",30.331,126.776777777778,1.28121742156871,0.206957176923028,0.810410436007929,-4.56382811076846,"No"
"SEC61G",153.260666666667,1782.40511111111,1.28099870809404,0.207033282359878,0.810410436007929,-4.56385791306253,"No"
"CAPZA2",-36.2946666666664,651.156666666667,-1.2798572671767,0.207430809211227,0.810956817778066,-4.56401337673617,"No"
"NR2F1",-9.139,38.4172222222222,-1.27970838610224,0.207482701887711,0.810956817778066,-4.56403364545975,"No"
"PROCR",11.708,30.202,1.27961981300388,0.207513578771273,0.810956817778066,-4.56404570286959,"No"
"CNKSR1",-33.0326666666668,292.166666666667,-1.27956943980779,0.207531140577842,0.810956817778066,-4.5640525598258,"No"
"GFRA2",-8.87800000000001,32.2816666666667,-1.27868376888312,0.207840097852965,0.811598627308646,-4.56417308210595,"No"
"CYP4A11",-21.4146666666667,-13.8545555555556,-1.27858473867803,0.207874664979981,0.811598627308646,-4.56418655368588,"No"
"GOT1",-32.6466666666665,367.049777777778,-1.27674630091264,0.208517167319164,0.812632330174742,-4.56443648232863,"No"
"FADS3",56.6113333333333,-42.1066666666667,1.27651251570852,0.20859897787697,0.812632330174742,-4.56446824231782,"No"
"NMT2",39.5606666666667,118.564222222222,1.27646169593947,0.208616764880953,0.812632330174742,-4.56447514557834,"No"
"PRKCH",38.22,29.7744444444444,1.27620879805847,0.208705296479356,0.812632330174742,-4.56450949521974,"No"
"SULT1A1",21.6506666666667,272.359555555556,1.27532101926874,0.209016303022758,0.812632330174742,-4.56463003055146,"No"
"EPHB4",13.5506666666667,5.62511111111111,1.27524278114939,0.209043728044068,0.812632330174742,-4.5646406496134,"No"
"CCN1",-7.28466666666666,6.14444444444444,-1.275235967685,0.209046116514037,0.812632330174742,-4.56464157436108,"No"
"DTX2P1-UPK3BP1-PMS2P11",-54.2446666666667,453.236222222222,-1.27499190677334,0.209131685920704,0.812632330174742,-4.56467469636739,"No"
"RASSF9",11.5646666666666,-54.6886666666667,1.27491159292384,0.209159850241889,0.812632330174742,-4.56468559472846,"No"
"MYT1L",5.958,15.4702222222222,1.27435381876018,0.209355527976747,0.812632330174742,-4.56476126675633,"No"
"ZNF140",-6.93466666666666,38.7893333333333,-1.27418901354802,0.209413371020857,0.812632330174742,-4.56478362005904,"No"
"ABCB9",28.5099999999999,150.309777777778,1.27388637246947,0.209519622652296,0.812632330174742,-4.56482466218928,"No"
"TPM4",-132.708666666666,711.702888888889,-1.27362005647278,0.209613154644082,0.812632330174742,-4.56486077119951,"No"
"UROS",42.3833333333333,375.005111111111,1.27359101522546,0.209623356019902,0.812632330174742,-4.56486470842367,"No"
"LMOD1",17.1453333333333,-0.322888888888889,1.27332543590135,0.209716663849707,0.812632330174742,-4.56490071035394,"No"
"TRPC1",9.13033333333333,26.2913333333333,1.27320765409043,0.209758054913208,0.812632330174742,-4.56491667478087,"No"
"DGKA",33.4513333333333,454.567777777778,1.27307707532481,0.209803950257235,0.812632330174742,-4.56493437224773,"No"
"PCMT1",-35.0035555555557,665.387555555556,-1.27281903389079,0.209894667837783,0.812632330174742,-4.56496934024692,"No"
"MTCP1",41.125,561.870777777778,1.27280925613365,0.209898105904169,0.812632330174742,-4.56497066514097,"No"
"MAGED1",90.2366666666671,1342.05444444444,1.2726113390873,0.209967706798704,0.812632330174742,-4.56499748117315,"No"
"ZNF239",9.99066666666668,-82.5208888888889,1.27245055983688,0.210024260283731,0.812632330174742,-4.56501926270838,"No"
"CCR2",-6.89044444444444,8.01607407407407,-1.27203915778901,0.210169021335711,0.812845074401337,-4.56507498649799,"No"
"HNF4A",13.0513333333333,-42.5717037037037,1.27068538424539,0.210645904607779,0.813499635288695,-4.56525824326181,"No"
"DPAGT1",-37.9786666666667,241.957333333333,-1.2704964251658,0.210712532141285,0.813499635288695,-4.56528380875422,"No"
"LYPD3",-21.6673333333333,124.330888888889,-1.27040465054062,0.210744897839474,0.813499635288695,-4.56529622435046,"No"
"ADORA3",-7.66466666666666,1.11422222222222,-1.27020328354679,0.210815925973388,0.813499635288695,-4.56532346327605,"No"
"EIF3E",115.478666666667,2210.05222222222,1.26960910757617,0.21102561399037,0.813499635288695,-4.56540381575825,"No"
"EPHA2",11.736,-40.0142222222222,1.26959988220766,0.211028870904774,0.813499635288695,-4.56540506308089,"No"
"TUBB4A",-150.566666666666,1202.23233333333,-1.26959061176119,0.211032143771353,0.813499635288695,-4.56540631649044,"No"
"FNBP4",-33.144,362.262222222222,-1.26952003277801,0.211057062435735,0.813499635288695,-4.5654158588538,"No"
"HLA-DRA",665.735333333334,13194.3375555556,1.26906406019031,0.2112181015093,0.813773911091574,-4.56547749585192,"No"
"AKAP6",13.158,-7.42155555555556,1.26767382503295,0.211709668328885,0.814441514479155,-4.5656653055569,"No"
"HOXB13",22.0993333333333,24.9555555555556,1.26756070093049,0.211749704979246,0.814441514479155,-4.56568057989659,"No"
"MARCHF3",-5.99666666666667,10.3237777777778,-1.26751699394989,0.21176517518098,0.814441514479155,-4.56568648102256,"No"
"PAWR",-10.277,52.4724444444444,-1.26712164602683,0.211905148040471,0.814441514479155,-4.56573985118568,"No"
"TXNRD2",29.9153333333333,-63.1902222222222,1.26694251381137,0.211968592544478,0.814441514479155,-4.56576402847909,"No"
"YARS1",-70.4079999999999,1253.71288888889,-1.26693770992989,0.211970294164213,0.814441514479155,-4.56576467681342,"No"
"GAB1",7.20599999999999,22.0792592592593,1.26679441361336,0.212021056950229,0.814441514479155,-4.56578401518149,"No"
"H2AC13",-12.622,38.2317777777778,-1.26623627685023,0.212218863826888,0.814590481740182,-4.56585931977751,"No"
"PNMT",54.074,663.936888888889,1.26603563510167,0.212290006125381,0.814590481740182,-4.56588638363382,"No"
"NECTIN3",-5.578,6.98511111111111,-1.26592357393045,0.212329747835965,0.814590481740182,-4.56590149755543,"No"
"MMACHC",-15.6166666666667,157.057333333333,-1.26486516746921,0.21270537869283,0.815355985462165,-4.56604418996235,"No"
"LOC102724159",-19.7993333333334,267.556888888889,-1.26485386603629,0.212709392275418,0.815355985462165,-4.56604571304381,"No"
"POLG2",-9.10466666666667,57.7691111111111,-1.2640350630812,0.21300033199065,0.816125690157995,-4.5661560308844,"No"
"COX10",-20.0166666666667,-14.018,-1.2631683523363,0.213308618308472,0.81629184780773,-4.5662727360505,"No"
"SNHG29",138.494666666667,1045.19,1.26304913426712,0.213351049870298,0.81629184780773,-4.56628878369842,"No"
"DHX29",-10.4813333333333,156.245333333333,-1.2629873604235,0.213373038620147,0.81629184780773,-4.56629709840653,"No"
"STX1A",46.3006666666666,-196.674444444444,1.26289946055872,0.213404329993472,0.81629184780773,-4.56630892904891,"No"
"CAMSAP1",9.82444444444447,89.6885185185185,1.2623672425521,0.213593866891459,0.816671820454084,-4.56638054626287,"No"
"HSPA13",-19.5700000000001,161.489777777778,-1.2617094121978,0.213828311363999,0.817223103034888,-4.56646903023903,"No"
"MYOG",-37.0573333333333,110.181111111111,-1.26099540123612,0.214082995472558,0.817323396032054,-4.56656502582603,"No"
"FARP1",-12.2263333333333,69.2326666666667,-1.26096926090728,0.214092323891274,0.817323396032054,-4.56656853938409,"No"
"IL10",-17.6413333333333,91.328,-1.26087666653445,0.214125369492824,0.817323396032054,-4.56658098461573,"No"
"ARAF",-58.9779999999997,832.920444444444,-1.26031439251931,0.214326118777706,0.817744913364244,-4.56665654058259,"No"
"MIA",11.7053333333333,-23.8882222222222,1.25968770240423,0.214550032106102,0.817971907820701,-4.56674071812665,"No"
"SREK1",-30.3139999999999,313.720444444444,-1.25938294643668,0.214658982994559,0.817971907820701,-4.56678164010434,"No"
"APAF1",-11.9846666666667,29.9782222222222,-1.25898715710857,0.214800540110455,0.817971907820701,-4.56683477304833,"No"
"ABCB1",12.678,-75.5542222222222,1.25849199758504,0.214977735797621,0.817971907820701,-4.56690122562999,"No"
"ANKRD34C",-7.80066666666667,20.3557777777778,-1.25848402093485,0.214980591179965,0.817971907820701,-4.56690229594616,"No"
"DOP1B",8.41866666666666,12.0751111111111,1.25806879418589,0.215129267972052,0.817971907820701,-4.56695800343928,"No"
"CCR8",-7.88866666666666,5.38955555555556,-1.25802817120928,0.21514381762112,0.817971907820701,-4.56696345262852,"No"
"FN1",-5.77311111111111,-25.9085185185185,-1.25790062791301,0.215189503686106,0.817971907820701,-4.56698056036853,"No"
"PPP1R11",-29.8746666666668,597.257555555556,-1.25776898283636,0.215236666598315,0.817971907820701,-4.5669982167161,"No"
"ICAM2",-34.3946666666665,459.809407407407,-1.25762279183358,0.21528904973898,0.817971907820701,-4.56701782209961,"No"
"IQSEC3",31.7666666666667,-114.694666666667,1.25707703929932,0.215484687707759,0.818371796353211,-4.56709099444062,"No"
"CADM3",-32.5186666666667,-7.38644444444444,-1.2567290938724,0.21560948619297,0.81850242683067,-4.56713763122306,"No"
"KIF5C",9.91466666666667,16.9473333333333,1.25613982963435,0.2158209620073,0.818961856669779,-4.56721658759989,"No"
"HNMT",8.41666666666667,37.8093333333333,1.25512276160887,0.216186332181334,0.820004629899371,-4.56735279053439,"No"
"BAG6",79.1973333333331,1108.00022222222,1.25359442512149,0.21673623613571,0.821746181730618,-4.56755728128967,"No"
"GABRB2",-10.0053333333333,73.6306666666667,-1.252829886544,0.217011711974671,0.822265128343533,-4.56765949515052,"No"
"ABHD5",-5.35633333333333,13.7592222222222,-1.25231533045816,0.217197261730594,0.822265128343533,-4.56772825752304,"No"
"PRKG2",9.26733333333332,-25.27,1.25204639459369,0.217294287423261,0.822265128343533,-4.5677641868457,"No"
"MTF1",16.0613333333333,114.632888888889,1.25142349950602,0.217519137125291,0.822265128343533,-4.56784737874403,"No"
"CAND2",-7.66,-6.516,-1.25121221908027,0.217595443443679,0.822265128343533,-4.56787558853278,"No"
"GPATCH8",11.62,126.491333333333,1.2510953418628,0.217637663531682,0.822265128343533,-4.56789119199686,"No"
"RPS16",735.308666666668,14148.5511111111,1.25107449499208,0.217645194782082,0.822265128343533,-4.56789397498462,"No"
"TOPBP1",-39.982,386.448,-1.25099440165505,0.217674131527148,0.822265128343533,-4.56790466680394,"No"
"SSRP1",98.659333333334,1306.85733333333,1.25094918311731,0.21769046969731,0.822265128343533,-4.56791070285443,"No"
"ATP1A1",45.6813333333333,359.542444444444,1.24885629781501,0.218447661004444,0.824781118738213,-4.56818986695614,"No"
"ADGRB3",-6.91633333333334,-29.3975555555556,-1.24836994923451,0.21862389865931,0.825102450379905,-4.56825468153087,"No"
"MYRF",17.0646666666667,22.946,1.24773798301384,0.218853061543491,0.825614286639111,-4.56833886949405,"No"
"RFC3",-41.7359999999998,445.512444444444,-1.24745381276819,0.218956165221838,0.825614286639111,-4.56837671343145,"No"
"UGT2B15",109.183,643.416888888889,1.24693154716363,0.219145749668899,0.825614286639111,-4.56844624583339,"No"
"FCGR1A",-9.44599999999999,-47.53,-1.2469096752793,0.21915369190877,0.825614286639111,-4.56844915721896,"No"
"BBS9",-9.08088888888888,38.2523703703704,-1.24673960322977,0.219215456713102,0.825614286639111,-4.56847179414435,"No"
"CUL2",-20.0346666666667,294.943555555556,-1.24612363075921,0.219439266760211,0.826015963534206,-4.56855375884906,"No"
"CDKL5",8.98233333333333,19.3234444444444,1.24568784174651,0.219597710702696,0.826015963534206,-4.56861172609423,"No"
"INPP4B",4.906,-10.636,1.24554383414046,0.219650087591774,0.826015963534206,-4.56863087764839,"No"
"CHMP2B",12.5160000000001,110.778222222222,1.2454422567735,0.219687037794386,0.826015963534206,-4.56864438525328,"No"
"CFAP410",28.464,165.522666666667,1.24451288498748,0.22002532432179,0.826363790683215,-4.56876792726965,"No"
"U2AF1",-129.917333333334,2628.01711111111,-1.2442967186053,0.220104063191808,0.826363790683215,-4.56879665092504,"No"
"NNAT",-45.8173333333333,19.6106666666667,-1.24392894534503,0.220238073132047,0.826363790683215,-4.56884550976419,"No"
"GPT",68.4873333333333,7.04933333333333,1.24386173889384,0.220262568495557,0.826363790683215,-4.5688544368143,"No"
"ABAT",7.29688888888889,9.43251851851852,1.24364510557294,0.220341540635874,0.826363790683215,-4.56888320942046,"No"
"CDK2AP2",-122.025333333333,1388.68911111111,-1.24360908786089,0.220354672675062,0.826363790683215,-4.56888799276569,"No"
"CPS1",12.0653333333333,-36.1122222222222,1.24343421397961,0.220418439860831,0.826363790683215,-4.56891121524304,"No"
"APLP2",19.9633333333333,170.332444444444,1.24288774710941,0.220617795496763,0.826481931494141,-4.56898376532953,"No"
"PLTP",51.8560000000001,339.097333333333,1.24257049411077,0.220733593399205,0.826481931494141,-4.56902587178318,"No"
"ACADL",-8.33133333333333,1.74711111111111,-1.24245181029125,0.220776924793983,0.826481931494141,-4.56904162133568,"No"
"IL4R",36.8473333333333,299.817777777778,1.24210988327702,0.220901797442615,0.826481931494141,-4.56908698834257,"No"
"SULT4A1",21.4106666666667,208.133333333333,1.24209736532497,0.220906370026046,0.826481931494141,-4.56908864902322,"No"
"PDXK",65.6273333333334,558.348888888889,1.24119279096595,0.221236980759409,0.82737696150173,-4.56920861488697,"No"
"ZBTB40",19.9606666666667,124.338666666667,1.24052689400573,0.221480592312922,0.827635740489162,-4.56929687846476,"No"
"MYO7A",33.6213333333333,-102.504592592593,1.24050392386912,0.221488999249529,0.827635740489162,-4.56929992238463,"No"
"CAMKK2",-41.5766666666667,397.239555555556,-1.23996824642625,0.22168512120389,0.827664758766415,-4.56937089452934,"No"
"RTN1",6.74866666666666,-9.33977777777778,1.23993833337529,0.221696076750052,0.827664758766415,-4.56937485693681,"No"
"TRIM21",-33.4719999999999,408.502444444444,-1.23956471069212,0.221832948524397,0.827664758766415,-4.56942434154984,"No"
"PTP4A3",-26.0189999999999,402.582333333333,-1.23939041339668,0.221896821482152,0.827664758766415,-4.56944742199038,"No"
"MIR22HG",10.08,9.02466666666667,1.23868667077637,0.222154853553044,0.827664758766415,-4.56954058284043,"No"
"MAPK8IP3",28.8273333333333,94.2766666666667,1.23865020967938,0.222168228322446,0.827664758766415,-4.56954540827501,"No"
"MTDH",-31.3339999999999,214.354444444444,-1.23835716140443,0.222275746849606,0.827664758766415,-4.56958418718541,"No"
"FNDC3A",-53.7146666666665,587.721777777778,-1.23827141308454,0.222307214941146,0.827664758766415,-4.56959553270148,"No"
"BRSK2",-10.9526666666667,-101.330444444444,-1.23792408831785,0.222434710657112,0.827664758766415,-4.56964148087946,"No"
"ABCB8",-53.4133333333334,-113.254666666667,-1.23760328912058,0.222552517515168,0.827664758766415,-4.56968390997954,"No"
"MAP2K5",-12.2550666666667,33.3850222222222,-1.23753088831057,0.22257911160565,0.827664758766415,-4.56969348443165,"No"
"CHRNA6",10.794,23.0753333333333,1.23741009678893,0.222623485696419,0.827664758766415,-4.56970945709923,"No"
"EPOR",-21.5916666666667,218.784944444444,-1.2369442787774,0.222794670430836,0.827664758766415,-4.56977104106752,"No"
"TNFRSF14",57.0386666666664,361.002,1.23680451165569,0.222846052846314,0.827664758766415,-4.56978951519265,"No"
"P2RY14",-5.208,-2.128,-1.23672126913746,0.222876659361828,0.827664758766415,-4.56980051715072,"No"
"FLT3",11.551,48.0822222222222,1.23633818185404,0.223017552602698,0.827664758766415,-4.56985114054097,"No"
"AMT",12.6073333333333,13.1775555555556,1.23603640319297,0.223128588304739,0.827664758766415,-4.56989100972035,"No"
"RNF144A",-13.3126666666667,68.3457777777778,-1.23557829322814,0.223297222403779,0.827664758766415,-4.5699515162536,"No"
"NRF1",-27.5213333333333,-46.0906666666667,-1.23551855931158,0.223319217909857,0.827664758766415,-4.5699594043877,"No"
"KCNV2",6.48666666666667,10.1193333333333,1.23550272075428,0.223325050327629,0.827664758766415,-4.56996149588519,"No"
"DCP2",-27.952,251.987111111111,-1.23492071067417,0.223539448955994,0.828120364503915,-4.57003833471149,"No"
"MBD1",-20.1626666666668,155.186222222222,-1.23422679752141,0.223795269101516,0.828728984231136,-4.57012990612909,"No"
"HSD17B10",89.3040000000001,1100.77844444444,1.23374163393135,0.223974259665317,0.829052717501954,-4.5701939035303,"No"
"MRPL58",-25.2013333333334,272.938444444444,-1.23337005787973,0.224111416197676,0.829221398550781,-4.57024290290042,"No"
"PTPN20",8.06399999999999,22.0108888888889,1.23259635315218,0.224397206289753,0.829342094656841,-4.57034488931938,"No"
"DNASE2",-19.3686666666667,95.6084444444444,-1.23239564969905,0.224471385902061,0.829342094656841,-4.57037133607373,"No"
"SLCO2A1",7.53999999999999,-26.2937777777778,1.2323855778541,0.224475108914596,0.829342094656841,-4.57037266314487,"No"
"PLN",12.8493333333333,-26.8484444444444,1.23229001788153,0.224510434504519,0.829342094656841,-4.57038525370272,"No"
"FAM149A",11.0366666666667,6.60422222222222,1.23179454023958,0.224693663322082,0.829514358015773,-4.57045052199493,"No"
"ARL4D",6.788,-2.32444444444444,1.23166846238296,0.224740304861132,0.829514358015773,-4.5704671263312,"No"
"H4C13",-31.1553333333334,54.4668888888889,-1.23105703591818,0.224966598965724,0.829589306962726,-4.57054762961515,"No"
"PTGS2",6.40666666666667,3.65066666666667,1.23102905130021,0.224976960339974,0.829589306962726,-4.57055131336771,"No"
"UPK1B",12.798,48.2766666666667,1.23054340203788,0.22515682938135,0.829589306962726,-4.57061523013683,"No"
"GLRA2",-24.8626666666666,63.1188888888889,-1.23043007109097,0.225198818854354,0.829589306962726,-4.57063014256834,"No"
"SHBG",-28.312,241.918,-1.23037629545738,0.225218744920961,0.829589306962726,-4.57063721811127,"No"
"GRIA1",6.95088888888889,-21.954962962963,1.23005811079534,0.225336671992387,0.829594877619286,-4.5706790778236,"No"
"PDE3A",13.8346666666667,-92.3442222222222,1.22987782084078,0.22540351214308,0.829594877619286,-4.57070279220539,"No"
"NUP58",-16.138,110.809777777778,-1.22917939889534,0.225662581311187,0.830210894429699,-4.57079463029935,"No"
"GALR3",60.983,232.677333333333,1.22885070652501,0.22578458093944,0.830322337865835,-4.57083783553619,"No"
"SLC25A11",-25.358,439.376444444444,-1.22849405394437,0.225917013581918,0.830379602657175,-4.57088470462582,"No"
"SPIN2A",-8.16,-16.3724444444444,-1.22831484087166,0.225983580842421,0.830379602657175,-4.5709082512268,"No"
"MICOS10P1",7.53933333333334,19.0046666666667,1.22750901146348,0.226283078775819,0.830863268738536,-4.57101409120287,"No"
"GTF2A1",-7.58566666666667,23.1597777777778,-1.22746688649892,0.226298743175307,0.830863268738536,-4.57101962235159,"No"
"PTPRK",-26.8159999999999,84.3768888888889,-1.22666217401549,0.226598133713925,0.830978971429692,-4.5711252519921,"No"
"SLC35A1",25.0993333333334,199.220888888889,1.2266306907671,0.226609852890901,0.830978971429692,-4.57112938337517,"No"
"REEP1",32.1973333333333,106.192222222222,1.22657909321034,0.226629060291478,0.830978971429692,-4.57113615405434,"No"
"NCAPD3",-33.9206666666667,270.703555555556,-1.22639559525168,0.226697377891688,0.830978971429692,-4.57116023081281,"No"
"RHD",9.71333333333333,-11.2637777777778,1.22547528770113,0.227040244312456,0.831544002794377,-4.57128093690294,"No"
"NR1I2",-16.0913333333333,76.3597777777778,-1.22534957296046,0.227087109831856,0.831544002794377,-4.57129741931115,"No"
"POLA2",58.4906666666667,695.848444444444,1.22504045365944,0.227202377565047,0.831544002794377,-4.5713379415398,"No"
"CLCN6",-21.6266666666667,-24.2451111111111,-1.22469834562209,0.22732999681865,0.831544002794377,-4.57138277783451,"No"
"BECN1",78.5440000000003,1630.87666666667,1.2244496179081,0.227422814875413,0.831544002794377,-4.57141536894572,"No"
"SCTR",21.9933333333333,-76.9971111111111,1.22425371595522,0.227495939552129,0.831544002794377,-4.5714410341614,"No"
"RPS17",856.604999999996,15994.1516666667,1.22354231585063,0.22776163101889,0.831544002794377,-4.57153420490424,"No"
"FRYL",-18.462,287.329555555556,-1.22297676325797,0.22797301505376,0.831544002794377,-4.57160824053009,"No"
"ATP6V1F",81.4739999999997,1461.764,1.22273063786587,0.228065053394191,0.831544002794377,-4.571640451094,"No"
"POM121L2",-8.59222222222222,-13.3037037037037,-1.22239770751785,0.228189595952705,0.831544002794377,-4.57168401286,"No"
"TTTY2",32.3566666666667,13.0004444444444,1.22217937933395,0.22827129536083,0.831544002794377,-4.57171257405459,"No"
"MGST2",64.252,353.882222222222,1.22212923388732,0.228290063061881,0.831544002794377,-4.57171913333816,"No"
"SEC31B",10.61,-53.5044444444444,1.2220282557155,0.228327859140076,0.831544002794377,-4.57173234109159,"No"
"MAPK1",20.0313333333334,343.942666666667,1.22156657163956,0.228500726015121,0.831544002794377,-4.57179271634992,"No"
"TPM1",6.51533333333333,30.5526666666667,1.22152774044255,0.228515269851362,0.831544002794377,-4.5717977934669,"No"
"ME1",21.4151111111111,101.351851851852,1.22141636584387,0.228556987877573,0.831544002794377,-4.57181235473562,"No"
"STMN2",-10.4853333333333,14.4831111111111,-1.22136240741255,0.228577201320107,0.831544002794377,-4.57181940891829,"No"
"ZNF428",23.652,385.027777777778,1.22117397703798,0.228647799817277,0.831544002794377,-4.57184404097342,"No"
