unnamed:_0,Gene,scores,log2fc_209742,pvalue_209742,padj_209742,pvalue_206778,padj_206778,log2fc_206778
20824.0,Gm39929,-0.65073925,-0.41471845,0.5152763266338041,0.8896672838885468,,,
16246.0,Gm40038,0.0,0.0,1.0,1.0,,,
6517.0,Gm40040,0.88746876,0.6316756,0.374951908378199,0.738933909428712,,,
16320.0,Gm40055,0.0,0.0,1.0,1.0,,,
5599.0,Gm40117,1.0,15.118792,0.317580189441907,0.6703247696698201,,,
30050.0,Gm40123,-3.5602567,-0.31634468,0.0003794188032345,0.0078809980580884,,,
16728.0,Gm40153,0.0,0.0,1.0,1.0,,,
25431.0,Gm40155,-1.3018447,-0.4480433,0.1931026051283409,0.6282378072731349,,,
2588.0,Gm40190,1.7234228,1.5947685,0.0851088301305245,0.4195384699452038,,,
5585.0,Gm40193,1.0,15.426909,0.3175801890907527,0.6703247696698201,,,
14845.0,Gm4022,0.0,0.0,1.0,1.0,,,
27272.0,Gm40263,-1.7048255,-15.662087,0.0884146374596711,0.4280850696906355,,,
25186.0,Gm40264,-1.2503905,-1.4074503,0.2112951348927893,0.6592068654889172,,,
15164.0,Gm4027,0.0,0.0,1.0,1.0,,,
16439.0,Gm40271,0.0,0.0,1.0,1.0,,,
27928.0,Gm40289,-1.9250296,-16.00202,0.0543968604379707,0.3211379671445448,,,
12435.0,Gm40292,0.0,0.0,1.0,1.0,,,
12436.0,Gm40293,0.0,0.0,1.0,1.0,,,
10138.0,Gm40304,0.20121688,0.18823142,0.8405499923251062,1.0,,,
5687.0,Gm40323,1.0,15.326828,0.3175801914931495,0.6703247696698201,,,
11861.0,Gm40330,0.0,0.0,1.0,1.0,,,
11858.0,Gm40331,0.0,0.0,1.0,1.0,,,
23320.0,Gm40348,-1.0,-14.680753,0.3174566889527311,0.6703247696698201,,,
4933.0,Gm4035,1.0495151,0.85012615,0.2941289247386877,0.6703247696698201,,,
17457.0,Gm40392,0.0,0.0,1.0,1.0,,,
17456.0,Gm40394,0.0,0.0,1.0,1.0,,,
23821.0,Gm40418,-1.0,-15.475051,0.317456682621627,0.6703247696698201,,,
17592.0,Gm40421,0.0,0.0,1.0,1.0,,,
3843.0,Gm40437,1.322775,15.965627,0.1862473296350598,0.6182296448057203,,,
16880.0,Gm40438,0.0,0.0,1.0,1.0,,,
12943.0,Gm40457,0.0,0.0,1.0,1.0,,,
22731.0,Gm40460,-1.0,-13.670395,0.3174566958884125,0.6703247696698201,,,
14891.0,Gm40477,0.0,0.0,1.0,1.0,,,
12250.0,Gm40493,0.0,0.0,1.0,1.0,,,
6298.0,Gm40513,0.93015647,1.602457,0.3524527096334677,0.7138097441762923,,,
27306.0,Gm40518,-1.7127312,-16.597752,0.0869492892858138,0.4243072927949098,,,
15155.0,Gm40538,0.0,0.0,1.0,1.0,,,
15121.0,Gm40548,0.0,0.0,1.0,1.0,,,
15202.0,Gm40552,0.0,0.0,1.0,1.0,,,
9081.0,Gm40557,0.39571247,0.80379367,0.6923874915773505,1.0,,,
14461.0,Gm40576,0.0,0.0,1.0,1.0,,,
18818.0,Gm40578,-0.22577323,-0.36071366,0.8214021122465784,1.0,,,
5539.0,Gm40603,1.0,15.787319,0.3175801880915674,0.6703247696698201,,,
23707.0,Gm40604,-1.0,-16.339788,0.3174566840892928,0.6703247696698201,,,
7888.0,Gm40608,0.62436336,0.39683196,0.5324708126478365,0.9064667901112828,,,
10763.0,Gm40614,0.075988814,0.11745395,0.939434350370084,1.0,,,
28041.0,Gm40617,-1.9767476,-1.3719625,0.0481908221311408,0.2961546803163105,,,
2169.0,Gm40621,1.9016954,2.1367612,0.0574457395771645,0.3325000095227756,,,
4359.0,Gm40634,1.1888207,1.6395001,0.2347736344230776,0.6703247696698201,,,
13913.0,Gm40638,0.0,0.0,1.0,1.0,,,
5307.0,Gm40639,1.0,19.018257,0.3175801816085317,0.6703247696698201,,,
14506.0,Gm4064,0.0,0.0,1.0,1.0,,,
1932.0,Gm40645,2.0375893,1.1314743,0.041796755154498,0.2700770795137535,,,
13900.0,Gm40646,0.0,0.0,1.0,1.0,,,
2483.0,Gm40649,1.7689066,1.8778158,0.0771939957943171,0.3962386357835002,,,
11357.0,Gm4065,0.0,0.0,1.0,1.0,,,
5724.0,Gm40652,1.0,13.759625,0.3175801923136443,0.6703247696698201,,,
13860.0,Gm40653,0.0,0.0,1.0,1.0,,,
27012.0,Gm40658,-1.6306987,-16.533615,0.1031441931645523,0.4665603248854835,,,
5317.0,Gm40662,1.0,13.856373,0.3175801818666571,0.6703247696698201,,,
5023.0,Gm40685,1.0319729,1.7323261,0.3023253465084511,0.6703247696698201,,,
11675.0,Gm40689,0.0,0.0,1.0,1.0,,,
25235.0,Gm4070,-1.2604955,-0.20139031,0.2076468300583016,0.6529755920109096,,,
11877.0,Gm40723,0.0,0.0,1.0,1.0,,,
22081.0,Gm40761,-0.9452505,-4.227199,0.3446681866484546,0.7038468350336496,,,
19273.0,Gm40765,-0.32516482,-0.55742246,0.7450847805524443,1.0,,,
9962.0,Gm40770,0.23188087,0.32357064,0.8166684652208559,1.0,,,
22596.0,Gm40773,-1.0,-14.843836,0.3174566977419907,0.6703247696698201,,,
12450.0,Gm40787,0.0,0.0,1.0,1.0,,,
11352.0,Gm40797,0.0,0.0,1.0,1.0,,,
20536.0,Gm40841,-0.58734596,-0.2578236,0.5570414118687339,0.9293997018557466,,,
4427.0,Gm40849,1.1691238,0.6175556,0.242540970239321,0.6703247696698201,,,
24381.0,Gm40884,-1.0861441,-1.7027204,0.2775242476134991,0.6703247696698201,,,
7610.0,Gm40893,0.678766,1.2175653,0.4974286342376977,0.8720024488530669,,,
5556.0,Gm40909,1.0,15.201694,0.3175801883970228,0.6703247696698201,,,
8778.0,Gm40910,0.4501473,0.827121,0.6526586290637819,1.0,,,
7682.0,Gm40915,0.6631621,0.67122924,0.5073518639400091,0.8823193588087446,,,
23505.0,Gm40918,-1.0,-15.113648,0.3174566867960928,0.6703247696698201,,,
11456.0,Gm40922,0.0,0.0,1.0,1.0,,,
5222.0,Gm40923,1.0,14.804696,0.3175801782166297,0.6703247696698201,,,
12433.0,Gm40932,0.0,0.0,1.0,1.0,,,
12722.0,Gm40968,0.0,0.0,1.0,1.0,,,
12067.0,Gm40975,0.0,0.0,1.0,1.0,,,
5244.0,Gm40977,1.0,15.82923,0.317580179393043,0.6703247696698201,,,
5909.0,Gm40983,1.0,14.824459,0.3175801980425802,0.6703247696698201,,,
23668.0,Gm40987,-1.0,-14.093327,0.3174566848192861,0.6703247696698201,,,
11919.0,Gm40988,0.0,0.0,1.0,1.0,,,
10670.0,Gm41002,0.092353694,0.076153144,0.926428438719632,1.0,,,
16754.0,Gm41030,0.0,0.0,1.0,1.0,,,
25816.0,Gm41031,-1.3706663,-16.840523,0.1706648922656484,0.594160360633626,,,
1810.0,Gm41071,2.1020951,1.3499776,0.035722818726415,0.2438023494310694,,,
10027.0,Gm41077,0.220064,0.042812347,0.8258448974677746,1.0,,,
17339.0,Gm41102,0.0,0.0,1.0,1.0,,,
17476.0,Gm41118,0.0,0.0,1.0,1.0,,,
16906.0,Gm41138,0.0,0.0,1.0,1.0,,,
23006.0,Gm41144,-1.0,-13.27574,0.3174566924289199,0.6703247696698201,,,
17210.0,Gm41148,0.0,0.0,1.0,1.0,,,
15100.0,Gm41162,0.0,0.0,1.0,1.0,,,
4163.0,Gm4117,1.2323148,0.4490617,0.2180349825399878,0.6687443507501843,,,
15040.0,Gm41177,0.0,0.0,1.0,1.0,,,
22544.0,Gm41183,-1.0,-16.845055,0.3174566983404072,0.6703247696698201,,,
15077.0,Gm41192,0.0,0.0,1.0,1.0,,,
5676.0,Gm41206,1.0,14.932358,0.3175801912489248,0.6703247696698201,,,
14493.0,Gm41219,0.0,0.0,1.0,1.0,,,
23023.0,Gm41225,-1.0,-14.897871,0.3174566922018431,0.6703247696698201,,,
14406.0,Gm41230,0.0,0.0,1.0,1.0,,,
6054.0,Gm41231,0.9783716,0.88214463,0.3280914896303166,0.6840489477299733,,,
14693.0,Gm41253,0.0,0.0,1.0,1.0,,,
26011.0,Gm41276,-1.4018537,-15.992689,0.1611464646790644,0.582851746099323,,,
5192.0,Gm41277,1.0,16.196613,0.3175801766828324,0.6703247696698201,,,
15850.0,Gm41279,0.0,0.0,1.0,1.0,,,
12405.0,Gm4128,0.0,0.0,1.0,1.0,,,
15903.0,Gm41289,0.0,0.0,1.0,1.0,,,
21896.0,Gm41290,-0.90202713,-1.2324727,0.3671310003521958,0.7303454582087193,,,
18766.0,Gm41293,-0.21596622,-0.15423621,0.8290353869884944,1.0,,,
8575.0,Gm41300,0.49252987,0.7693574,0.6224117895670432,0.9887330315850928,,,
8107.0,Gm41307,0.5856569,0.9141614,0.5581849242136061,0.9303980918735968,,,
15023.0,Gm4131,0.0,0.0,1.0,1.0,,,
22318.0,Gm41311,-1.0,-17.358128,0.3174567030570529,0.6703247696698201,,,
5486.0,Gm41318,1.0,15.494811,0.3175801865899421,0.6703247696698201,,,
15369.0,Gm41322,0.0,0.0,1.0,1.0,,,
15386.0,Gm41325,0.0,0.0,1.0,1.0,,,
13098.0,Gm4133,0.0,0.0,1.0,1.0,,,
18786.0,Gm41335,-0.21987362,-0.0776721,0.8259943288836104,1.0,,,
15266.0,Gm41336,0.0,0.0,1.0,1.0,,,
13136.0,Gm4141,0.0,0.0,1.0,1.0,,,
16326.0,Gm4166,0.0,0.0,1.0,1.0,,,
13138.0,Gm4175,0.0,0.0,1.0,1.0,,,
13054.0,Gm4177,0.0,0.0,1.0,1.0,,,
17229.0,Gm4181,0.0,0.0,1.0,1.0,,,
13086.0,Gm4187,0.0,0.0,1.0,1.0,,,
13058.0,Gm4201,0.0,0.0,1.0,1.0,,,
20415.0,Gm42031,-0.5613723,-0.46907836,0.5746102402164658,0.946340100492073,,,
30497.0,Gm42047,-4.415655,-0.73351926,1.0513945649706869e-05,0.0003988715851002,,,
26783.0,Gm42067,-1.5747517,-0.44166565,0.1154461740182282,0.4938278398752883,,,
15450.0,Gm4208,0.0,0.0,1.0,1.0,,,
12134.0,Gm4211,0.0,0.0,1.0,1.0,,,
22833.0,Gm42133,-1.0,-13.993855,0.317456694549634,0.6703247696698201,,,
13080.0,Gm4214,0.0,0.0,1.0,1.0,,,
13079.0,Gm4216,0.0,0.0,1.0,1.0,,,
28702.0,Gm42161,-2.3031664,-0.8456763,0.0213519283752977,0.1728921595405788,,,
28227.0,Gm42196,-2.060279,-18.623438,0.0395279023447632,0.2601653140127031,,,
5782.0,Gm42205,1.0,19.034708,0.3175801939114259,0.6703247696698201,,,
17384.0,Gm42208,0.0,0.0,1.0,1.0,,,
8905.0,Gm4221,0.42719278,0.12400485,0.6692918382092978,1.0,,,
13010.0,Gm4224,0.0,0.0,1.0,1.0,,,
20483.0,Gm42303,-0.57457733,-0.35286635,0.5656344916295593,0.938466983275978,,,
1753.0,Gm42372,2.136706,0.6954707,0.0327796921299047,0.2299129834655965,,,
12780.0,Gm42375,0.0,0.0,1.0,1.0,,,
13186.0,Gm42397,0.0,0.0,1.0,1.0,,,
16644.0,Gm4241,0.0,0.0,1.0,1.0,,,
12472.0,Gm42413,0.0,0.0,1.0,1.0,,,
11790.0,Gm42416,0.0,0.0,1.0,1.0,,,
13291.0,Gm42417,0.0,0.0,1.0,1.0,,,
9626.0,Gm42418,0.2975057,0.0040684394,0.766110450261372,1.0,,,
11686.0,Gm42420,0.0,0.0,1.0,1.0,,,
11817.0,Gm42421,0.0,0.0,1.0,1.0,,,
5272.0,Gm42423,1.0,16.631268,0.3175801803192695,0.6703247696698201,,,
4880.0,Gm42425,1.0607003,0.33251667,0.2889713672303746,0.6703247696698201,,,
19647.0,Gm42428,-0.4021448,-0.62518346,0.6876169494147046,1.0,,,
30224.0,Gm42435,-3.8171701,-0.49691805,0.0001388099344833,0.0034959163791656,,,
24288.0,Gm42439,-1.0668977,-0.3312399,0.2861345651395073,0.6703247696698201,,,
27354.0,Gm42450,-1.7263664,-3.2774007,0.0844631840060226,0.4178432772690486,,,
22994.0,Gm42456,-1.0,-15.772004,0.3174566925957058,0.6703247696698201,,,
16183.0,Gm42457,0.0,0.0,1.0,1.0,,,
23766.0,Gm42468,-1.0,-13.854186,0.3174566834881925,0.6703247696698201,,,
7584.0,Gm42470,0.68315774,0.31850144,0.4945883818081914,0.8694776392827088,,,
5365.0,Gm42476,1.0,15.2883415,0.3175801833653564,0.6703247696698201,,,
24734.0,Gm42477,-1.1558911,-1.240943,0.2478454954061314,0.6703247696698201,,,
23238.0,Gm42488,-1.0,-13.799032,0.3174566899373585,0.6703247696698201,,,
11255.0,Gm42489,0.0,0.0,1.0,1.0,,,
23848.0,Gm42493,-1.0,-18.450418,0.3174566820851876,0.6703247696698201,,,
11725.0,Gm42495,0.0,0.0,1.0,1.0,,,
11898.0,Gm42500,0.0,0.0,1.0,1.0,,,
10126.0,Gm42504,0.20269737,0.14441241,0.8393949993853855,1.0,,,
15052.0,Gm4251,0.0,0.0,1.0,1.0,,,
650.0,Gm42517,3.2361653,1.0970865,0.0012404629426234,0.0202314777406069,,,
10222.0,Gm42518,0.18618365,0.20915438,0.8523192897244104,1.0,,,
25815.0,Gm42523,-1.37064,-15.603078,0.1706730562860897,0.594160360633626,,,
5908.0,Gm42524,1.0,15.819183,0.3175801980361374,0.6703247696698201,,,
4067.0,Gm42529,1.2560123,0.40440643,0.2092927588636584,0.6559413674791331,,,
11295.0,Gm42530,0.0,0.0,1.0,1.0,,,
6583.0,Gm42538,0.87219214,1.7799579,0.3832829661321582,0.7489356875976534,,,
13944.0,Gm42539,0.0,0.0,1.0,1.0,,,
13942.0,Gm42542,0.0,0.0,1.0,1.0,,,
13943.0,Gm42543,0.0,0.0,1.0,1.0,,,
10597.0,Gm42555,0.106196776,0.07458266,0.9154398163131704,1.0,,,
21575.0,Gm42556,-0.8266291,-0.25462073,0.4085523778478809,0.7776356875931332,,,
23141.0,Gm42557,-1.0,-16.427069,0.3174566908809266,0.6703247696698201,,,
20854.0,Gm42560,-0.6569927,-0.57356364,0.5112548468275495,0.8858384532159299,,,
25271.0,Gm42564,-1.2674015,-16.348,0.2051900689180461,0.649054416839369,,,
11350.0,Gm42565,0.0,0.0,1.0,1.0,,,
10709.0,Gm42567,0.08536359,0.09564052,0.9319837758964122,1.0,,,
11355.0,Gm42575,0.0,0.0,1.0,1.0,,,
10119.0,Gm42595,0.2041407,0.048567783,0.8382686781769239,1.0,,,
7690.0,Gm42596,0.66197294,0.7668792,0.5081148037242176,0.8832067730225652,,,
10575.0,Gm42601,0.112603515,0.21465662,0.9103575354386828,1.0,,,
11196.0,Gm42604,0.0,0.0,1.0,1.0,,,
13580.0,Gm42606,0.0,0.0,1.0,1.0,,,
16323.0,Gm42609,0.0,0.0,1.0,1.0,,,
16670.0,Gm42610,0.0,0.0,1.0,1.0,,,
8450.0,Gm4262,0.51913583,0.30712432,0.603731960554215,0.972412032692612,,,
3713.0,Gm42620,1.358914,17.184797,0.1745154060943769,0.6006796035473276,,,
11749.0,Gm42626,0.0,0.0,1.0,1.0,,,
27670.0,Gm42643,-1.8293803,-0.9477423,0.067459809826149,0.367385035870117,,,
13113.0,Gm4265,0.0,0.0,1.0,1.0,,,
16702.0,Gm42650,0.0,0.0,1.0,1.0,,,
11781.0,Gm42654,0.0,0.0,1.0,1.0,,,
13582.0,Gm42667,0.0,0.0,1.0,1.0,,,
2289.0,Gm42669,1.8406507,0.8596479,0.0658815472655379,0.362112945899179,,,
27975.0,Gm42670,-1.9451424,-0.69189,0.0518735146040505,0.3111541438142522,,,
16352.0,Gm42674,0.0,0.0,1.0,1.0,,,
16190.0,Gm42678,0.0,0.0,1.0,1.0,,,
5602.0,Gm42681,1.0,18.053288,0.3175801895408368,0.6703247696698201,,,
10370.0,Gm42682,0.15447561,0.15912904,0.8772505216300508,1.0,,,
